YEAR,EFFORT_NO,LENGTH_MILLIMETERS,WEIGHT_KILOGRAMS,GIRTH_MILLIMETERS,POT_TREATMENT_CODE,POT_TREATMENT
2019,13,660,NA,NA,99,Control (no ring)
2019,13,680,NA,NA,99,Control (no ring)
2019,13,530,1.67,270,99,Control (no ring)
2019,13,600,NA,NA,99,Control (no ring)
2019,13,630,NA,NA,99,Control (no ring)
2019,13,620,NA,NA,99,Control (no ring)
2019,13,660,NA,NA,99,Control (no ring)
2019,13,780,NA,NA,99,Control (no ring)
2019,13,620,NA,NA,99,Control (no ring)
2019,13,600,NA,NA,99,Control (no ring)
2019,13,540,1.77,260,99,Control (no ring)
2019,13,540,1.72,280,99,Control (no ring)
2019,13,600,NA,NA,99,Control (no ring)
2019,13,580,NA,NA,99,Control (no ring)
2019,13,570,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,00,4 inch ring
2019,13,810,NA,NA,00,4 inch ring
2019,13,690,NA,NA,00,4 inch ring
2019,13,670,NA,NA,00,4 inch ring
2019,13,740,NA,NA,00,4 inch ring
2019,13,640,NA,NA,00,4 inch ring
2019,13,880,NA,NA,00,4 inch ring
2019,13,640,NA,NA,00,4 inch ring
2019,13,640,NA,NA,00,4 inch ring
2019,13,670,NA,NA,00,4 inch ring
2019,13,710,NA,NA,02,3.5 inch ring
2019,13,880,NA,NA,02,3.5 inch ring
2019,13,750,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,710,NA,NA,02,3.5 inch ring
2019,13,810,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,700,NA,NA,02,3.5 inch ring
2019,13,610,NA,NA,02,3.5 inch ring
2019,13,760,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,470,NA,NA,02,3.5 inch ring
2019,13,700,NA,NA,99,Control (no ring)
2019,13,920,NA,NA,99,Control (no ring)
2019,13,870,NA,NA,99,Control (no ring)
2019,13,630,NA,NA,99,Control (no ring)
2019,13,710,NA,NA,99,Control (no ring)
2019,13,690,NA,NA,99,Control (no ring)
2019,13,600,NA,NA,99,Control (no ring)
2019,13,770,NA,NA,99,Control (no ring)
2019,13,780,NA,NA,99,Control (no ring)
2019,13,570,NA,NA,99,Control (no ring)
2019,13,650,NA,NA,99,Control (no ring)
2019,13,670,NA,NA,99,Control (no ring)
2019,13,570,NA,NA,99,Control (no ring)
2019,13,500,NA,NA,99,Control (no ring)
2019,13,600,NA,NA,99,Control (no ring)
2019,13,580,NA,NA,99,Control (no ring)
2019,13,550,NA,NA,99,Control (no ring)
2019,13,500,NA,NA,99,Control (no ring)
2019,13,590,NA,NA,99,Control (no ring)
2019,13,590,NA,NA,99,Control (no ring)
2019,13,570,NA,NA,99,Control (no ring)
2019,13,660,NA,NA,99,Control (no ring)
2019,13,570,NA,NA,00,4 inch ring
2019,13,710,NA,NA,01,3.75 inch ring
2019,13,710,NA,NA,01,3.75 inch ring
2019,13,750,NA,NA,01,3.75 inch ring
2019,13,680,NA,NA,01,3.75 inch ring
2019,13,580,NA,NA,01,3.75 inch ring
2019,13,730,NA,NA,01,3.75 inch ring
2019,13,610,NA,NA,01,3.75 inch ring
2019,13,600,NA,NA,01,3.75 inch ring
2019,13,600,NA,NA,01,3.75 inch ring
2019,13,570,NA,NA,02,3.5 inch ring
2019,13,640,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,710,NA,NA,02,3.5 inch ring
2019,13,700,NA,NA,02,3.5 inch ring
2019,13,720,NA,NA,02,3.5 inch ring
2019,13,650,NA,NA,02,3.5 inch ring
2019,13,660,NA,NA,02,3.5 inch ring
2019,13,620,NA,NA,02,3.5 inch ring
2019,13,540,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,99,Control (no ring)
2019,13,750,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,99,Control (no ring)
2019,13,750,NA,NA,99,Control (no ring)
2019,13,910,NA,NA,99,Control (no ring)
2019,13,870,NA,NA,99,Control (no ring)
2019,13,630,NA,NA,99,Control (no ring)
2019,13,730,NA,NA,99,Control (no ring)
2019,13,820,NA,NA,99,Control (no ring)
2019,13,890,NA,NA,99,Control (no ring)
2019,13,620,NA,NA,99,Control (no ring)
2019,13,730,NA,NA,99,Control (no ring)
2019,13,620,NA,NA,99,Control (no ring)
2019,13,670,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,00,4 inch ring
2019,13,840,NA,NA,00,4 inch ring
2019,13,660,NA,NA,00,4 inch ring
2019,13,690,NA,NA,00,4 inch ring
2019,13,700,NA,NA,00,4 inch ring
2019,13,720,NA,NA,00,4 inch ring
2019,13,620,NA,NA,00,4 inch ring
2019,13,670,NA,NA,00,4 inch ring
2019,13,600,NA,NA,00,4 inch ring
2019,13,610,NA,NA,00,4 inch ring
2019,13,610,NA,NA,01,3.75 inch ring
2019,13,790,NA,NA,01,3.75 inch ring
2019,13,640,NA,NA,01,3.75 inch ring
2019,13,700,NA,NA,01,3.75 inch ring
2019,13,680,NA,NA,01,3.75 inch ring
2019,13,710,NA,NA,01,3.75 inch ring
2019,13,610,NA,NA,01,3.75 inch ring
2019,13,690,NA,NA,01,3.75 inch ring
2019,13,600,NA,NA,01,3.75 inch ring
2019,13,540,NA,NA,01,3.75 inch ring
2019,13,650,NA,NA,02,3.5 inch ring
2019,13,690,NA,NA,02,3.5 inch ring
2019,13,740,NA,NA,02,3.5 inch ring
2019,13,600,NA,NA,02,3.5 inch ring
2019,13,690,NA,NA,02,3.5 inch ring
2019,13,710,NA,NA,02,3.5 inch ring
2019,13,660,NA,NA,02,3.5 inch ring
2019,13,540,NA,NA,02,3.5 inch ring
2019,13,650,NA,NA,02,3.5 inch ring
2019,13,650,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,660,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,580,NA,NA,02,3.5 inch ring
2019,13,750,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,580,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,750,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,490,NA,NA,02,3.5 inch ring
2019,13,700,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,780,NA,NA,02,3.5 inch ring
2019,13,700,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,750,NA,NA,02,3.5 inch ring
2019,13,900,NA,NA,02,3.5 inch ring
2019,13,600,NA,NA,02,3.5 inch ring
2019,13,540,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,560,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,640,NA,NA,02,3.5 inch ring
2019,13,650,NA,NA,02,3.5 inch ring
2019,13,600,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,480,NA,NA,02,3.5 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,550,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,500,NA,NA,02,3.5 inch ring
2019,13,530,NA,NA,02,3.5 inch ring
2019,13,480,NA,NA,02,3.5 inch ring
2019,13,860,NA,NA,99,Control (no ring)
2019,13,880,NA,NA,99,Control (no ring)
2019,13,900,NA,NA,99,Control (no ring)
2019,13,750,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,99,Control (no ring)
2019,13,650,NA,NA,99,Control (no ring)
2019,13,670,NA,NA,99,Control (no ring)
2019,13,580,NA,NA,99,Control (no ring)
2019,13,690,NA,NA,99,Control (no ring)
2019,13,630,NA,NA,99,Control (no ring)
2019,13,580,NA,NA,99,Control (no ring)
2019,13,540,NA,NA,99,Control (no ring)
2019,13,700,NA,NA,00,4 inch ring
2019,13,640,NA,NA,00,4 inch ring
2019,13,750,NA,NA,00,4 inch ring
2019,13,680,NA,NA,00,4 inch ring
2019,13,650,NA,NA,00,4 inch ring
2019,13,610,NA,NA,00,4 inch ring
2019,13,850,NA,NA,00,4 inch ring
2019,13,610,NA,NA,00,4 inch ring
2019,13,680,NA,NA,00,4 inch ring
2019,13,580,NA,NA,00,4 inch ring
2019,13,670,NA,NA,00,4 inch ring
2019,13,750,NA,NA,00,4 inch ring
2019,13,670,NA,NA,00,4 inch ring
2019,13,590,NA,NA,00,4 inch ring
2019,13,650,NA,NA,01,3.75 inch ring
2019,13,710,NA,NA,01,3.75 inch ring
2019,13,730,NA,NA,01,3.75 inch ring
2019,13,600,NA,NA,01,3.75 inch ring
2019,13,560,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,620,NA,NA,02,3.5 inch ring
2019,13,860,NA,NA,02,3.5 inch ring
2019,13,610,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,510,NA,NA,02,3.5 inch ring
2019,13,530,NA,NA,02,3.5 inch ring
2019,13,760,NA,NA,02,3.5 inch ring
2019,13,620,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,690,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,02,3.5 inch ring
2019,13,530,NA,NA,02,3.5 inch ring
2019,13,450,NA,NA,02,3.5 inch ring
2019,13,580,NA,NA,02,3.5 inch ring
2019,13,500,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,680,NA,NA,99,Control (no ring)
2019,13,830,NA,NA,99,Control (no ring)
2019,13,670,NA,NA,99,Control (no ring)
2019,13,710,NA,NA,99,Control (no ring)
2019,13,770,NA,NA,99,Control (no ring)
2019,13,540,NA,NA,99,Control (no ring)
2019,13,680,NA,NA,00,4 inch ring
2019,13,720,NA,NA,00,4 inch ring
2019,13,800,NA,NA,00,4 inch ring
2019,13,630,NA,NA,00,4 inch ring
2019,13,650,NA,NA,00,4 inch ring
2019,13,650,NA,NA,00,4 inch ring
2019,13,740,NA,NA,00,4 inch ring
2019,13,510,NA,NA,00,4 inch ring
2019,13,470,NA,NA,00,4 inch ring
2019,13,500,NA,NA,00,4 inch ring
2019,13,530,NA,NA,00,4 inch ring
2019,13,530,NA,NA,00,4 inch ring
2019,13,930,NA,NA,01,3.75 inch ring
2019,13,650,NA,NA,01,3.75 inch ring
2019,13,790,NA,NA,01,3.75 inch ring
2019,13,690,NA,NA,01,3.75 inch ring
2019,13,610,NA,NA,01,3.75 inch ring
2019,13,620,NA,NA,01,3.75 inch ring
2019,13,950,NA,NA,01,3.75 inch ring
2019,13,810,NA,NA,01,3.75 inch ring
2019,13,700,NA,NA,01,3.75 inch ring
2019,13,620,NA,NA,01,3.75 inch ring
2019,13,950,NA,NA,01,3.75 inch ring
2019,13,660,NA,NA,01,3.75 inch ring
2019,13,700,NA,NA,01,3.75 inch ring
2019,13,850,NA,NA,01,3.75 inch ring
2019,13,760,NA,NA,01,3.75 inch ring
2019,13,670,NA,NA,01,3.75 inch ring
2019,13,600,NA,NA,01,3.75 inch ring
2019,13,560,NA,NA,01,3.75 inch ring
2019,13,660,NA,NA,02,3.5 inch ring
2019,13,710,NA,NA,02,3.5 inch ring
2019,13,860,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,640,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,690,NA,NA,99,Control (no ring)
2019,13,610,NA,NA,99,Control (no ring)
2019,13,780,NA,NA,99,Control (no ring)
2019,13,720,NA,NA,99,Control (no ring)
2019,13,690,NA,NA,99,Control (no ring)
2019,13,610,NA,NA,99,Control (no ring)
2019,13,520,NA,NA,99,Control (no ring)
2019,13,500,NA,NA,99,Control (no ring)
2019,13,680,NA,NA,00,4 inch ring
2019,13,610,NA,NA,00,4 inch ring
2019,13,800,NA,NA,00,4 inch ring
2019,13,950,NA,NA,00,4 inch ring
2019,13,620,NA,NA,00,4 inch ring
2019,13,680,NA,NA,00,4 inch ring
2019,13,650,NA,NA,00,4 inch ring
2019,13,710,NA,NA,00,4 inch ring
2019,13,530,NA,NA,00,4 inch ring
2019,13,670,NA,NA,01,3.75 inch ring
2019,13,660,NA,NA,01,3.75 inch ring
2019,13,710,NA,NA,01,3.75 inch ring
2019,13,630,NA,NA,01,3.75 inch ring
2019,13,690,NA,NA,01,3.75 inch ring
2019,13,570,NA,NA,01,3.75 inch ring
2019,13,600,NA,NA,01,3.75 inch ring
2019,13,640,NA,NA,01,3.75 inch ring
2019,13,650,NA,NA,01,3.75 inch ring
2019,13,680,NA,NA,01,3.75 inch ring
2019,13,730,NA,NA,01,3.75 inch ring
2019,13,630,NA,NA,01,3.75 inch ring
2019,13,650,NA,NA,01,3.75 inch ring
2019,13,630,NA,NA,01,3.75 inch ring
2019,13,660,NA,NA,01,3.75 inch ring
2019,13,550,NA,NA,01,3.75 inch ring
2019,13,500,NA,NA,01,3.75 inch ring
2019,13,630,NA,NA,02,3.5 inch ring
2019,13,600,NA,NA,02,3.5 inch ring
2019,13,660,NA,NA,02,3.5 inch ring
2019,13,650,NA,NA,02,3.5 inch ring
2019,13,670,NA,NA,02,3.5 inch ring
2019,13,590,NA,NA,02,3.5 inch ring
2019,13,560,NA,NA,02,3.5 inch ring
2019,13,610,NA,NA,02,3.5 inch ring
2019,13,610,NA,NA,02,3.5 inch ring
2019,13,700,NA,NA,99,Control (no ring)
2019,13,630,NA,NA,99,Control (no ring)
2019,13,730,NA,NA,99,Control (no ring)
2019,13,690,NA,NA,99,Control (no ring)
2019,13,760,NA,NA,99,Control (no ring)
2019,13,700,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,99,Control (no ring)
2019,13,700,NA,NA,99,Control (no ring)
2019,13,700,NA,NA,99,Control (no ring)
2019,13,700,NA,NA,99,Control (no ring)
2019,13,530,NA,NA,99,Control (no ring)
2019,13,720,NA,NA,99,Control (no ring)
2019,13,620,NA,NA,99,Control (no ring)
2019,13,650,NA,NA,00,4 inch ring
2019,13,740,NA,NA,00,4 inch ring
2019,13,680,NA,NA,00,4 inch ring
2019,13,790,NA,NA,00,4 inch ring
2019,13,680,NA,NA,00,4 inch ring
2019,13,790,NA,NA,00,4 inch ring
2019,13,740,NA,NA,00,4 inch ring
2019,13,770,NA,NA,00,4 inch ring
2019,13,570,NA,NA,00,4 inch ring
2019,13,650,NA,NA,00,4 inch ring
2019,13,680,NA,NA,00,4 inch ring
2019,13,660,NA,NA,00,4 inch ring
2019,13,690,NA,NA,00,4 inch ring
2019,13,690,NA,NA,00,4 inch ring
2019,13,620,NA,NA,00,4 inch ring
2019,13,650,NA,NA,00,4 inch ring
2019,13,620,NA,NA,00,4 inch ring
2019,13,660,NA,NA,00,4 inch ring
2019,13,570,NA,NA,00,4 inch ring
2019,13,660,NA,NA,01,3.75 inch ring
2019,13,840,NA,NA,01,3.75 inch ring
2019,13,650,NA,NA,01,3.75 inch ring
2019,13,620,NA,NA,01,3.75 inch ring
2019,13,670,NA,NA,01,3.75 inch ring
2019,13,550,NA,NA,01,3.75 inch ring
2019,13,670,NA,NA,01,3.75 inch ring
2019,13,790,NA,NA,01,3.75 inch ring
2019,13,680,NA,NA,01,3.75 inch ring
2019,13,590,NA,NA,01,3.75 inch ring
2019,13,640,NA,NA,02,3.5 inch ring
2019,13,620,NA,NA,99,Control (no ring)
2019,13,680,NA,NA,99,Control (no ring)
2019,13,660,NA,NA,99,Control (no ring)
2019,13,490,NA,NA,99,Control (no ring)
2019,13,730,NA,NA,99,Control (no ring)
2019,13,770,NA,NA,99,Control (no ring)
2019,13,620,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,99,Control (no ring)
2019,13,610,NA,NA,99,Control (no ring)
2019,13,610,NA,NA,99,Control (no ring)
2019,13,660,NA,NA,99,Control (no ring)
2019,13,610,NA,NA,99,Control (no ring)
2019,13,640,NA,NA,99,Control (no ring)
2019,13,720,NA,NA,99,Control (no ring)
2019,13,690,NA,NA,99,Control (no ring)
2019,13,560,NA,NA,99,Control (no ring)
2019,13,710,NA,NA,NA,NA
2019,13,600,NA,NA,NA,NA
2019,13,700,NA,NA,NA,NA
2019,13,540,NA,NA,NA,NA
2019,13,770,NA,NA,NA,NA
2019,13,700,NA,NA,NA,NA
2019,13,810,NA,NA,NA,NA
2019,13,610,NA,NA,NA,NA
2019,13,650,NA,NA,NA,NA
2019,13,750,NA,NA,NA,NA
2019,13,600,NA,NA,NA,NA
2019,13,650,2.77,320,02,3.5 inch ring
2019,13,640,2.9,340,01,3.75 inch ring
2019,14,690,NA,NA,99,Control (no ring)
2019,14,600,NA,NA,99,Control (no ring)
2019,14,590,NA,NA,99,Control (no ring)
2019,14,570,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,740,NA,NA,99,Control (no ring)
2019,14,630,NA,NA,99,Control (no ring)
2019,14,840,NA,NA,99,Control (no ring)
2019,14,580,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,620,NA,NA,99,Control (no ring)
2019,14,600,NA,NA,99,Control (no ring)
2019,14,580,NA,NA,99,Control (no ring)
2019,14,560,NA,NA,99,Control (no ring)
2019,14,520,NA,NA,99,Control (no ring)
2019,14,610,NA,NA,99,Control (no ring)
2019,14,650,NA,NA,99,Control (no ring)
2019,14,540,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,620,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,560,NA,NA,99,Control (no ring)
2019,14,570,NA,NA,99,Control (no ring)
2019,14,630,NA,NA,99,Control (no ring)
2019,14,620,NA,NA,99,Control (no ring)
2019,14,700,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,640,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,540,NA,NA,99,Control (no ring)
2019,14,500,NA,NA,99,Control (no ring)
2019,14,570,NA,NA,99,Control (no ring)
2019,14,540,NA,NA,99,Control (no ring)
2019,14,610,NA,NA,99,Control (no ring)
2019,14,560,NA,NA,99,Control (no ring)
2019,14,590,NA,NA,99,Control (no ring)
2019,14,560,NA,NA,99,Control (no ring)
2019,14,480,NA,NA,99,Control (no ring)
2019,14,560,NA,NA,99,Control (no ring)
2019,14,480,NA,NA,99,Control (no ring)
2019,14,650,2.9,320,02,3.5 inch ring
2019,14,620,2.62,320,02,3.5 inch ring
2019,14,700,3.42,350,02,3.5 inch ring
2019,14,570,1.9000000000000001,270,02,3.5 inch ring
2019,14,640,2.5100000000000002,310,02,3.5 inch ring
2019,14,520,1.6,270,02,3.5 inch ring
2019,14,550,1.71,260,02,3.5 inch ring
2019,14,510,1.46,260,02,3.5 inch ring
2019,14,600,2.24,300,01,3.75 inch ring
2019,14,660,3.0100000000000002,350,01,3.75 inch ring
2019,14,670,3.8000000000000003,340,01,3.75 inch ring
2019,14,590,2.17,290,01,3.75 inch ring
2019,14,650,3.12,330,01,3.75 inch ring
2019,14,630,2.88,320,01,3.75 inch ring
2019,14,720,3.7,340,01,3.75 inch ring
2019,14,600,2.42,300,01,3.75 inch ring
2019,14,550,1.97,290,01,3.75 inch ring
2019,14,550,1.92,280,01,3.75 inch ring
2019,14,540,NA,NA,01,3.75 inch ring
2019,14,460,0.9400000000000001,210,01,3.75 inch ring
2019,14,660,2.88,330,00,4 inch ring
2019,14,730,4.07,360,00,4 inch ring
2019,14,610,NA,NA,00,4 inch ring
2019,14,700,3.64,350,00,4 inch ring
2019,14,660,2.7800000000000002,310,00,4 inch ring
2019,14,690,NA,NA,00,4 inch ring
2019,14,550,NA,NA,00,4 inch ring
2019,14,620,NA,NA,00,4 inch ring
2019,14,590,2.16,300,00,4 inch ring
2019,14,570,NA,NA,00,4 inch ring
2019,14,560,NA,NA,00,4 inch ring
2019,14,490,1.1500000000000001,230,00,4 inch ring
2019,14,540,NA,NA,00,4 inch ring
2019,14,490,1.17,250,00,4 inch ring
2019,14,620,NA,NA,99,Control (no ring)
2019,14,610,NA,NA,99,Control (no ring)
2019,14,710,NA,NA,99,Control (no ring)
2019,14,580,NA,NA,99,Control (no ring)
2019,14,680,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,710,NA,NA,99,Control (no ring)
2019,14,820,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,630,NA,NA,99,Control (no ring)
2019,14,810,NA,NA,99,Control (no ring)
2019,14,550,NA,NA,99,Control (no ring)
2019,14,610,NA,NA,99,Control (no ring)
2019,14,600,NA,NA,99,Control (no ring)
2019,14,680,NA,NA,99,Control (no ring)
2019,14,520,NA,NA,99,Control (no ring)
2019,14,590,NA,NA,99,Control (no ring)
2019,14,480,NA,NA,99,Control (no ring)
2019,14,440,NA,NA,99,Control (no ring)
2019,14,600,NA,NA,99,Control (no ring)
2019,14,520,NA,NA,99,Control (no ring)
2019,14,610,NA,NA,99,Control (no ring)
2019,14,480,NA,NA,99,Control (no ring)
2019,14,710,3.5100000000000002,340,02,3.5 inch ring
2019,14,630,NA,NA,02,3.5 inch ring
2019,14,570,NA,NA,02,3.5 inch ring
2019,14,570,NA,NA,02,3.5 inch ring
2019,14,630,NA,NA,02,3.5 inch ring
2019,14,680,NA,NA,02,3.5 inch ring
2019,14,610,NA,NA,02,3.5 inch ring
2019,14,490,1.19,230,02,3.5 inch ring
2019,14,560,NA,NA,02,3.5 inch ring
2019,14,680,NA,NA,02,3.5 inch ring
2019,14,550,NA,NA,02,3.5 inch ring
2019,14,620,NA,NA,02,3.5 inch ring
2019,14,500,NA,NA,02,3.5 inch ring
2019,14,530,NA,NA,02,3.5 inch ring
2019,14,600,NA,NA,02,3.5 inch ring
2019,14,620,NA,NA,02,3.5 inch ring
2019,14,530,NA,NA,02,3.5 inch ring
2019,14,580,NA,NA,02,3.5 inch ring
2019,14,530,NA,NA,01,3.75 inch ring
2019,14,570,NA,NA,01,3.75 inch ring
2019,14,630,NA,NA,01,3.75 inch ring
2019,14,560,NA,NA,01,3.75 inch ring
2019,14,500,NA,NA,01,3.75 inch ring
2019,14,590,NA,NA,01,3.75 inch ring
2019,14,510,NA,NA,01,3.75 inch ring
2019,14,450,0.88,210,01,3.75 inch ring
2019,14,560,NA,NA,01,3.75 inch ring
2019,14,540,NA,NA,01,3.75 inch ring
2019,14,690,NA,NA,00,4 inch ring
2019,14,740,3.9,350,00,4 inch ring
2019,14,740,NA,NA,00,4 inch ring
2019,14,570,NA,NA,00,4 inch ring
2019,14,670,NA,NA,00,4 inch ring
2019,14,660,NA,NA,00,4 inch ring
2019,14,570,NA,NA,00,4 inch ring
2019,14,640,NA,NA,00,4 inch ring
2019,14,650,NA,NA,00,4 inch ring
2019,14,560,NA,NA,00,4 inch ring
2019,14,540,NA,NA,00,4 inch ring
2019,14,740,NA,NA,00,4 inch ring
2019,14,620,NA,NA,00,4 inch ring
2019,14,540,NA,NA,00,4 inch ring
2019,14,620,NA,NA,00,4 inch ring
2019,14,560,NA,NA,00,4 inch ring
2019,14,730,NA,NA,00,4 inch ring
2019,14,610,NA,NA,00,4 inch ring
2019,14,610,NA,NA,00,4 inch ring
2019,14,570,NA,NA,00,4 inch ring
2019,14,620,NA,NA,00,4 inch ring
2019,14,560,NA,NA,00,4 inch ring
2019,14,580,NA,NA,00,4 inch ring
2019,14,630,NA,NA,00,4 inch ring
2019,14,610,NA,NA,00,4 inch ring
2019,14,590,NA,NA,00,4 inch ring
2019,14,600,NA,NA,00,4 inch ring
2019,14,640,NA,NA,00,4 inch ring
2019,14,610,NA,NA,00,4 inch ring
2019,14,550,NA,NA,00,4 inch ring
2019,14,610,NA,NA,00,4 inch ring
2019,14,600,NA,NA,00,4 inch ring
2019,14,530,NA,NA,00,4 inch ring
2019,14,480,NA,NA,00,4 inch ring
2019,14,570,NA,NA,00,4 inch ring
2019,14,500,NA,NA,00,4 inch ring
2019,14,560,NA,NA,00,4 inch ring
2019,14,480,NA,NA,00,4 inch ring
2019,14,460,NA,NA,00,4 inch ring
2019,14,690,NA,NA,99,Control (no ring)
2019,14,670,NA,NA,99,Control (no ring)
2019,14,640,NA,NA,99,Control (no ring)
2019,14,640,NA,NA,99,Control (no ring)
2019,14,690,NA,NA,99,Control (no ring)
2019,14,610,NA,NA,99,Control (no ring)
2019,14,620,NA,NA,99,Control (no ring)
2019,14,750,NA,NA,99,Control (no ring)
2019,14,640,NA,NA,99,Control (no ring)
2019,14,580,NA,NA,99,Control (no ring)
2019,14,590,NA,NA,99,Control (no ring)
2019,14,590,NA,NA,99,Control (no ring)
2019,14,570,NA,NA,99,Control (no ring)
2019,14,500,NA,NA,99,Control (no ring)
2019,14,530,NA,NA,99,Control (no ring)
2019,14,510,NA,NA,99,Control (no ring)
2019,14,510,NA,NA,99,Control (no ring)
2019,14,520,NA,NA,99,Control (no ring)
2019,14,480,NA,NA,99,Control (no ring)
2019,14,530,NA,NA,99,Control (no ring)
2019,14,490,NA,NA,99,Control (no ring)
2019,14,790,NA,NA,02,3.5 inch ring
2019,14,650,NA,NA,02,3.5 inch ring
2019,14,770,NA,NA,02,3.5 inch ring
2019,14,660,NA,NA,02,3.5 inch ring
2019,14,600,NA,NA,02,3.5 inch ring
2019,14,660,NA,NA,02,3.5 inch ring
2019,14,600,NA,NA,02,3.5 inch ring
2019,14,630,NA,NA,02,3.5 inch ring
2019,14,490,NA,NA,02,3.5 inch ring
2019,14,610,NA,NA,02,3.5 inch ring
2019,14,610,NA,NA,02,3.5 inch ring
2019,14,500,NA,NA,02,3.5 inch ring
2019,14,530,NA,NA,01,3.75 inch ring
2019,14,600,NA,NA,01,3.75 inch ring
2019,14,660,NA,NA,01,3.75 inch ring
2019,14,570,NA,NA,01,3.75 inch ring
2019,14,630,NA,NA,01,3.75 inch ring
2019,14,550,NA,NA,01,3.75 inch ring
2019,14,600,NA,NA,01,3.75 inch ring
2019,14,670,NA,NA,01,3.75 inch ring
2019,14,620,NA,NA,01,3.75 inch ring
2019,14,580,NA,NA,01,3.75 inch ring
2019,14,560,NA,NA,01,3.75 inch ring
2019,14,580,NA,NA,01,3.75 inch ring
2019,14,510,NA,NA,01,3.75 inch ring
2019,14,700,NA,NA,01,3.75 inch ring
2019,14,590,NA,NA,01,3.75 inch ring
2019,14,600,NA,NA,01,3.75 inch ring
2019,14,520,NA,NA,01,3.75 inch ring
2019,14,570,NA,NA,01,3.75 inch ring
2019,14,550,NA,NA,01,3.75 inch ring
2019,14,500,NA,NA,01,3.75 inch ring
2019,14,550,NA,NA,01,3.75 inch ring
2019,14,580,NA,NA,01,3.75 inch ring
2019,14,660,NA,NA,00,4 inch ring
2019,14,520,NA,NA,00,4 inch ring
2019,14,810,NA,NA,00,4 inch ring
2019,14,690,NA,NA,00,4 inch ring
2019,14,780,NA,NA,00,4 inch ring
2019,14,680,NA,NA,00,4 inch ring
2019,14,640,NA,NA,00,4 inch ring
2019,14,660,NA,NA,00,4 inch ring
2019,14,450,NA,NA,00,4 inch ring
2019,14,600,NA,NA,99,Control (no ring)
